description,latitude,longitude,altitude
"Mi Ranchito Estate, Texas",26.38781,-98.873329,57.0
"Miami, Texas",35.692311,-100.641565,837.0
"Midfield, Texas",28.940283,-96.213354,15.0
"Midland, Texas",32.024642,-102.113467,859.0
"Midlothian, Texas",32.469436,-96.99067,236.0
"Midway, Texas",31.02512,-95.7565,79.0
"Midway North, Texas",26.187036,-98.019052,25.0
"Midway South, Texas",26.156844,-98.021414,26.0
"Miguel Barrera, Texas",26.412012,-98.921576,75.0
"Mikes, Texas",26.31466,-98.633612,62.0
"Mila Doce, Texas",26.222444,-97.959936,21.0
"Milam, Texas",31.448979,-93.785986,72.0
"Milano, Texas",30.705313,-96.852687,138.0
"Mildred, Texas",32.046271,-96.324898,116.0
"Miles, Texas",31.60062,-100.185317,553.0
"Milford, Texas",32.121506,-96.95001,199.0
"Miller's Cove, Texas",33.155283,-95.115167,129.0
"Millsap, Texas",32.74991,-98.011469,250.0
"Mineola, Texas",32.652881,-95.480296,121.0
"Mineral Wells, Texas",32.823483,-98.078798,295.0
"Mingus, Texas",32.536319,-98.424862,298.0
"Mirando City, Texas",27.440095,-99.000621,230.0
"Mission, Texas",26.20406,-98.325221,36.0
"Mission Bend, Texas",29.693695,-95.666342,30.0
"Missouri City, Texas",29.562944,-95.535999,22.0
"Mobeetie, Texas",35.533689,-100.441319,816.0
"Mobile City, Texas",32.922832,-96.411149,181.0
"Monahans, Texas",31.655721,-103.083694,829.0
"Mont Belvieu, Texas",29.849964,-94.874713,11.0
"Montague, Texas",33.66527,-97.720954,325.0
"Monte Alto, Texas",26.374373,-97.972724,18.0
"Montgomery, Texas",30.390385,-95.698168,99.0
"Moody, Texas",31.306581,-97.358952,238.0
"Moore, Texas",29.057906,-99.0058,201.0
"Moore Station, Texas",32.190556,-95.570391,132.0
"Moraida, Texas",26.414844,-98.976744,56.0
"Morales-Sanchez, Texas",26.787616,-99.114689,113.0
"Moran, Texas",32.547234,-99.166492,415.0
"Morgan, Texas",32.015936,-97.606093,228.0
"Morgan Farm, Texas",28.005476,-97.553588,14.0
"Morgan's Point, Texas",29.671756,-94.998151,5.0
"Morgan's Point Resort, Texas",31.154564,-97.459192,205.0
"Morning Glory, Texas",31.564753,-106.208933,1109.0
"Morse, Texas",36.06596,-101.476925,974.0
"Morton, Texas",33.72482,-102.75921,1148.0
"Mosheim, Texas",31.632585,-97.599711,285.0
"Moulton, Texas",29.572206,-97.146552,126.0
"Mound, Texas",31.350475,-97.643116,209.0
"Mount Calm, Texas",31.756291,-96.881744,186.0
"Mount Enterprise, Texas",31.911639,-94.682767,138.0
"Mount Pleasant, Texas",33.158236,-94.974468,120.0
"Mount Vernon, Texas",33.177431,-95.224447,158.0
"Mountain City, Texas",30.039209,-97.891527,258.0
"Muenster, Texas",33.653029,-97.375693,312.0
"Muleshoe, Texas",34.229179,-102.72838,1158.0
"Mullin, Texas",31.555229,-98.66566,437.0
"Munday, Texas",33.447102,-99.623904,452.0
"Muniz, Texas",26.257821,-98.08967,27.0
"Murchison, Texas",32.275172,-95.756069,145.0
"Murillo, Texas",26.264087,-98.122751,29.0
"Murphy, Texas",33.016418,-96.608233,175.0
"Mustang, Texas",32.012398,-96.431707,127.0
"Mustang Ridge, Texas",30.051107,-97.701593,204.0
"Myra, Texas",33.623968,-97.314701,286.0
"Myrtle Springs, Texas",32.624095,-95.936406,157.0
"Nacogdoches, Texas",31.612364,-94.652046,100.0
"Nada, Texas",29.415511,-96.378572,44.0
"Naples, Texas",33.201949,-94.678985,123.0
"Narciso Pena, Texas",26.30187,-98.640696,67.0
"Nash, Texas",33.447223,-94.134514,108.0
"Nassau Bay, Texas",29.544815,-95.087388,3.0
"Natalia, Texas",29.185467,-98.852054,225.0
"Navarro, Texas",32.00079,-96.382516,127.0
"Navasota, Texas",30.386399,-96.090734,67.0
"Nazareth, Texas",34.541869,-102.102346,1146.0
"Neches, Texas",31.869418,-95.484844,124.0
"Nederland, Texas",29.969288,-94.001714,5.0
"Needville, Texas",29.394952,-95.838154,31.0
"Nesbitt, Texas",32.589371,-94.446539,105.0
"Netos, Texas",26.410807,-98.758513,86.0
"Nevada, Texas",33.035329,-96.370639,185.0
"New Berlin, Texas",29.489043,-98.109375,182.0
"New Boston, Texas",33.46111,-94.419096,113.0
"New Braunfels, Texas",29.699306,-98.115127,193.0
"New Chapel Hill, Texas",32.299165,-95.168627,133.0
"New Deal, Texas",33.732334,-101.844475,1006.0
"New Fairview, Texas",33.109096,-97.43458,271.0
"New Falcon, Texas",26.638338,-99.094747,126.0
"New Home, Texas",33.326938,-101.911722,987.0
"New Hope, Texas",33.211876,-96.558682,189.0
"New London, Texas",32.269395,-94.929777,167.0
"New Summerfield, Texas",31.980747,-95.114982,139.0
"New Ulm, Texas",29.883039,-96.49599,129.0
"New Waverly, Texas",30.539761,-95.482107,112.0
"Newark, Texas",33.013542,-97.488418,233.0
"Newcastle, Texas",33.196243,-98.743508,339.0
"Newton, Texas",30.850769,-93.754105,66.0
"Neylandville, Texas",33.195476,-96.016396,171.0
"Niederwald, Texas",29.994192,-97.775749,172.0
"Nina, Texas",26.281134,-98.580988,62.0
"Nixon, Texas",29.26967,-97.765876,119.0
"Nocona, Texas",33.783555,-97.730171,300.0
"Nocona Hills, Texas",33.848565,-97.63489,275.0
"Nolanville, Texas",31.072538,-97.605133,205.0
"Nome, Texas",30.032329,-94.420532,14.0
"Noonday, Texas",32.242344,-95.395642,139.0
"Nordheim, Texas",28.92379,-97.614077,122.0
"Normandy, Texas",28.90987,-100.598046,237.0
"Normangee, Texas",31.030224,-96.115745,117.0
"Normanna, Texas",28.527656,-97.78304,84.0
"North Alamo, Texas",26.216075,-98.126597,31.0
"North Cleveland, Texas",30.362475,-95.101051,45.0
"North Escobares, Texas",26.432492,-98.971935,76.0
"North Pearsall, Texas",28.921584,-99.094945,198.0
"North Richland Hills, Texas",32.86058,-97.219146,192.0
"North San Pedro, Texas",27.802663,-97.682008,25.0
"Northlake, Texas",33.073812,-97.256248,198.0
"Novice, Texas",31.987204,-99.625293,603.0
"O'Brien, Texas",33.380198,-99.843824,480.0
"O'Donnell, Texas",32.965202,-101.830842,930.0
"Oak Grove, Texas",32.533153,-96.318552,129.0
"Oak Island, Texas",29.662867,-94.688094,2.0
"Oak Leaf, Texas",32.522496,-96.849294,181.0
"Oak Point, Texas",33.17047,-96.987539,173.0
"Oak Ridge, Texas",32.62596,-96.26844,134.0
"Oak Ridge, Texas",33.648122,-97.038507,261.0
"Oak Ridge North, Texas",30.156927,-95.441591,44.0
"Oak Trail Shores, Texas",32.489643,-97.833845,248.0
"Oak Valley, Texas",32.029056,-96.517393,135.0
"Oakhurst, Texas",30.740032,-95.311449,122.0
"Oakwood, Texas",31.584788,-95.849878,88.0
"Odem, Texas",27.946241,-97.587518,26.0
"Odessa, Texas",31.880461,-102.345314,897.0
"Oglesby, Texas",31.418591,-97.511327,262.0
"Oilton, Texas",27.469269,-98.967237,261.0
"Oklaunion, Texas",34.129431,-99.144196,373.0
"Old River-Winfree, Texas",29.874446,-94.826747,7.0
"Olivarez, Texas",26.228547,-97.993087,22.0
"Olivia Lopez de Gutierrez, Texas",26.327625,-98.716685,48.0
"Olmito, Texas",26.027593,-97.540059,10.0
"Olmito and Olmito, Texas",26.340011,-98.641971,77.0
"Olmos Park, Texas",29.474853,-98.486598,230.0
"Olney, Texas",33.364143,-98.758486,362.0
"Olton, Texas",34.180199,-102.137039,1102.0
"Omaha, Texas",33.182746,-94.738515,119.0
"Onalaska, Texas",30.823848,-95.110696,71.0
"Opdyke West, Texas",33.592705,-102.300622,1058.0
"Orange, Texas",30.123528,-93.754548,3.0
"Orange Grove, Texas",27.956203,-97.938553,62.0
"Orason, Texas",26.074257,-97.445843,5.0
"Orchard, Texas",29.602867,-95.968758,40.0
"Ore City, Texas",32.800891,-94.718731,95.0
"Overton, Texas",32.275636,-94.97254,150.0
"Ovilla, Texas",32.541288,-96.883467,212.0
"Owl Ranch, Texas",27.892735,-98.093448,85.0
"Oyster Creek, Texas",28.998077,-95.329258,7.0
"Ozona, Texas",30.707399,-101.206059,711.0
"Pablo Pena, Texas",26.303675,-98.640505,68.0
"Paducah, Texas",34.014005,-100.303693,571.0
"Paige, Texas",30.212944,-97.125841,166.0
"Paint Rock, Texas",31.510072,-99.925309,497.0
"Paisano Park, Texas",28.095075,-97.859207,41.0
"Palacios, Texas",28.713129,-96.227888,3.0
"Palestine, Texas",31.754512,-95.646953,158.0
"Palisades, Texas",35.058945,-101.800457,1048.0
"Palm Valley, Texas",26.204445,-97.754319,13.0
"Palmer, Texas",32.425136,-96.667109,139.0
"Palmer, Texas",26.066756,-97.635,13.0
"Palmhurst, Texas",26.258263,-98.295317,46.0
"Palmview, Texas",26.231926,-98.381638,45.0
"Palmview South, Texas",26.20826,-98.377907,39.0
"Palo Blanco, Texas",26.38757,-98.902404,58.0
"Palo Pinto, Texas",32.773557,-98.302042,332.0
"Paloma Creek, Texas",33.225336,-96.936997,172.0
"Paloma Creek South, Texas",33.21002,-96.932686,172.0
"Pampa, Texas",35.547852,-100.965032,985.0
"Panhandle, Texas",35.3463,-101.380508,1054.0
"Panorama Village, Texas",30.382644,-95.493369,98.0
"Pantego, Texas",32.714884,-97.153882,182.0
"Paradise, Texas",33.149771,-97.688614,235.0
"Paris, Texas",33.668929,-95.546616,186.0
"Parker, Texas",33.060839,-96.625192,186.0
"Pasadena, Texas",29.654996,-95.151055,9.0
"Pattison, Texas",29.818429,-95.976392,52.0
"Patton Village, Texas",30.196363,-95.165059,33.0
"Pawnee, Texas",28.648346,-98.008284,113.0
"Payne Springs, Texas",32.280309,-96.07444,114.0
"Pearland, Texas",29.555732,-95.323012,17.0
"Pearsall, Texas",28.892921,-99.097169,190.0
"Peaster, Texas",32.853289,-97.87215,375.0
"Pecan Acres, Texas",32.967872,-97.479029,210.0
"Pecan Gap, Texas",33.43896,-95.853057,176.0
"Pecan Grove, Texas",29.623646,-95.731918,31.0
"Pecan Hill, Texas",32.490731,-96.781319,168.0
"Pecan Plantation, Texas",32.363659,-97.65369,223.0
"Pelican Bay, Texas",32.92275,-97.518921,217.0
"Pena, Texas",26.415513,-98.969979,55.0
"Pendleton, Texas",31.195576,-97.324234,233.0
"Penelope, Texas",31.854533,-96.928185,165.0
"Penitas, Texas",26.258315,-98.438645,53.0
"Perezville, Texas",26.245593,-98.402395,48.0
"Perrin, Texas",33.034582,-98.068784,320.0
"Perryton, Texas",36.392868,-100.797656,893.0
"Petersburg, Texas",33.871049,-101.597292,992.0
"Petrolia, Texas",34.013096,-98.231798,303.0
"Petronila, Texas",27.671229,-97.632246,15.0
"Pettus, Texas",28.615594,-97.812093,113.0
"Petty, Texas",33.605405,-95.803419,189.0
"Pflugerville, Texas",30.447765,-97.602116,217.0
"Pharr, Texas",26.163436,-98.19389,31.0
"Pilot Point, Texas",33.398264,-96.955528,217.0
"Pine Forest, Texas",30.175055,-94.035253,12.0
"Pine Harbor, Texas",32.768344,-94.49982,113.0
"Pine Island, Texas",30.053793,-96.028441,64.0
"Pinebrook, Texas",30.312639,-95.876505,112.0
"Pinehurst, Texas",30.107448,-93.772253,6.0
"Pinehurst, Texas",30.188607,-95.703538,79.0
"Pineland, Texas",31.247013,-93.973945,83.0
"Pinewood Estates, Texas",30.170183,-94.318291,14.0
"Piney Point Village, Texas",29.756515,-95.51544,25.0
"Pittsburg, Texas",32.999188,-94.96678,118.0
"Placedo, Texas",28.691936,-96.825904,16.0
"Plains, Texas",33.18833,-102.821478,1107.0
"Plainview, Texas",34.191119,-101.723501,1033.0
"Plano, Texas",33.050769,-96.747944,219.0
"Plantersville, Texas",30.334288,-95.86414,107.0
"Pleak, Texas",29.474336,-95.802291,24.0
"Pleasant Hill, Texas",31.002272,-94.792074,73.0
"Pleasant Valley, Texas",33.937649,-98.598072,298.0
"Pleasanton, Texas",28.964207,-98.49569,125.0
"Plum, Texas",29.932334,-96.981229,96.0
"Plum Grove, Texas",30.200807,-95.095582,29.0
"Poetry, Texas",32.839373,-96.259511,174.0
"Point, Texas",32.937099,-95.863365,156.0
"Point Blank, Texas",30.748219,-95.213723,77.0
"Point Comfort, Texas",28.668397,-96.556974,7.0
"Point Venture, Texas",30.384099,-97.998172,229.0
"Ponder, Texas",33.171716,-97.296467,223.0
"Port Aransas, Texas",27.820898,-97.089193,-1.0
"Port Arthur, Texas",29.900008,-93.89442,2.0
"Port Isabel, Texas",26.063045,-97.24669,0.0
"Port Lavaca, Texas",28.617967,-96.628288,7.0
"Port Mansfield, Texas",26.569407,-97.442394,0.0
"Port Neches, Texas",29.960768,-93.96179,3.0
"Port O'Connor, Texas",28.446024,-96.420127,3.0
"Porter Heights, Texas",30.148393,-95.323745,40.0
"Portland, Texas",27.889048,-97.331598,11.0
"Post, Texas",33.19091,-101.381519,796.0
"Post Oak Bend, Texas",32.633112,-96.320311,147.0
"Poteet, Texas",29.037277,-98.572758,134.0
"Poth, Texas",29.072069,-98.080562,125.0
"Potosi, Texas",32.335745,-99.684338,563.0
"Pottsboro, Texas",33.77033,-96.671261,224.0
"Powderly, Texas",33.809047,-95.499008,156.0
"Powell, Texas",32.109941,-96.321975,112.0
"Poynor, Texas",32.079342,-95.592372,144.0
"Prado Verde, Texas",31.889788,-106.613509,1145.0
"Praesel, Texas",30.631487,-97.028281,145.0
"Prairie View, Texas",30.082855,-95.977134,81.0
"Premont, Texas",27.358516,-98.12443,50.0
"Presidio, Texas",29.560348,-104.365302,787.0
"Preston, Texas",33.865502,-96.66354,193.0
"Priddy, Texas",31.676042,-98.511368,477.0
"Primera, Texas",26.223216,-97.751692,13.0
"Princeton, Texas",33.184474,-96.509393,176.0
"Proctor, Texas",31.986702,-98.430437,369.0
"Progreso, Texas",26.09614,-97.956592,21.0
"Progreso Lakes, Texas",26.068976,-97.960665,22.0
"Prosper, Texas",33.241332,-96.812388,192.0
"Providence Village, Texas",33.237843,-96.956797,177.0
"Pueblo East, Texas",27.674829,-99.189648,174.0
"Pueblo Nuevo, Texas",27.493908,-99.309882,184.0
"Putnam, Texas",32.37027,-99.195495,488.0
"Pyote, Texas",31.538066,-103.122483,800.0
"Quail, Texas",34.914419,-100.380913,681.0
"Quail Creek, Texas",28.777322,-97.084815,35.0
"Quanah, Texas",34.295366,-99.742889,479.0
"Queen City, Texas",33.150196,-94.15323,102.0
"Quemado, Texas",28.947141,-100.623748,240.0
"Quesada, Texas",26.281478,-98.581994,61.0
"Quinlan, Texas",32.908974,-96.131296,159.0
"Quintana, Texas",28.915077,-95.331991,1.0
"Quitaque, Texas",34.36741,-101.055598,787.0
"Quitman, Texas",32.794033,-95.44546,125.0
"Radar Base, Texas",28.855679,-100.535528,258.0
"Rafael Pena, Texas",26.300945,-98.64087,64.0
"Ralls, Texas",33.678774,-101.384591,950.0
"Ramireno, Texas",27.012883,-99.377545,108.0
"Ramirez-Perez, Texas",26.316531,-98.69334,46.0
"Ramos, Texas",26.427996,-99.026981,71.0
"Ranchette Estates, Texas",26.484404,-97.822033,11.0
"Ranchitos East, Texas",27.490676,-99.366743,165.0
"Ranchitos Las Lomas, Texas",27.634602,-99.236455,188.0
"Ranchitos del Norte, Texas",26.400351,-98.871492,67.0
"Rancho Alegre, Texas",27.739292,-98.102681,69.0
"Rancho Banquete, Texas",27.809394,-97.845486,28.0
"Rancho Chico, Texas",28.024185,-97.49662,18.0
"Rancho Viejo, Texas",26.035785,-97.555374,12.0
"Rancho Viejo, Texas",26.414259,-98.915884,76.0
"Ranchos Penitas West, Texas",27.67447,-99.603519,153.0
"Randolph AFB, Texas",29.530328,-98.278946,230.0
"Ranger, Texas",32.469491,-98.67574,438.0
"Rangerville, Texas",26.107445,-97.736637,14.0
"Rankin, Texas",31.22536,-101.939438,774.0
"Ransom Canyon, Texas",33.530315,-101.685343,905.0
"Ratamosa, Texas",26.199333,-97.844568,16.0
"Ravenna, Texas",33.670474,-96.240886,187.0
"Raymondville, Texas",26.475708,-97.777744,11.0
"Realitos, Texas",27.445416,-98.530156,137.0
"Red Lick, Texas",33.485081,-94.161474,103.0
"Red Oak, Texas",32.509552,-96.78398,180.0
"Red Rock, Texas",29.959938,-97.442794,148.0
"Redfield, Texas",31.679084,-94.662936,153.0
"Redford, Texas",29.433685,-104.177574,796.0
"Redland, Texas",31.405937,-94.716076,110.0
"Redwater, Texas",33.358343,-94.256165,90.0
"Redwood, Texas",29.809821,-97.909304,171.0
"Refugio, Texas",28.307445,-97.274981,16.0
"Regino Ramirez, Texas",26.487986,-98.933774,120.0
"Reid Hope King, Texas",25.921294,-97.414761,7.0
"Reklaw, Texas",31.86659,-94.981549,92.0
"Relampago, Texas",26.085087,-97.905864,21.0
"Rendon, Texas",32.579673,-97.236515,217.0
"Reno, Texas",33.666585,-95.479809,172.0
"Reno, Texas",32.948835,-97.565987,233.0
"Retreat, Texas",32.048448,-96.476909,139.0
"Rhome, Texas",33.078895,-97.493199,244.0
"Ricardo, Texas",27.418555,-97.847648,17.0
"Rice, Texas",32.23926,-96.49738,141.0
"Rice Tracts, Texas",26.05689,-97.627859,16.0
"Richards, Texas",30.534429,-95.849764,99.0
"Richardson, Texas",32.972291,-96.708069,197.0
"Richland, Texas",31.924784,-96.423607,112.0
"Richland Hills, Texas",32.810238,-97.226516,174.0
"Richland Springs, Texas",31.271513,-98.948647,427.0
"Richmond, Texas",29.581161,-95.760484,29.0
"Richwood, Texas",29.063871,-95.402229,6.0
"Riesel, Texas",31.473861,-96.945142,157.0
"Ringgold, Texas",33.814333,-97.942446,272.0
"Rio Bravo, Texas",27.364717,-99.484526,121.0
"Rio Grande City, Texas",26.380999,-98.821478,57.0
"Rio Hondo, Texas",26.234627,-97.581466,9.0
"Rio Vista, Texas",32.234545,-97.374835,225.0
"Rising Star, Texas",32.097634,-98.96652,501.0
"River Oaks, Texas",32.776597,-97.398396,191.0
"Rivereno, Texas",26.305232,-98.639753,71.0
"Riverside, Texas",30.848298,-95.398863,62.0
"Riviera, Texas",27.299534,-97.79809,10.0
"Road Runner, Texas",33.484322,-97.084783,206.0
"Roanoke, Texas",33.014743,-97.229034,190.0
"Roaring Springs, Texas",33.899183,-100.856142,766.0
"Robert Lee, Texas",31.895705,-100.485006,559.0
"Robinson, Texas",31.451487,-97.122876,141.0
"Robstown, Texas",27.793971,-97.669163,25.0
"Roby, Texas",32.745995,-100.379367,602.0
"Rochelle, Texas",31.223079,-99.2066,542.0
"Rochester, Texas",33.314205,-99.856503,487.0
"Rock Island, Texas",29.513809,-96.567123,69.0
"Rockdale, Texas",30.655731,-97.008515,143.0
"Rockport, Texas",28.047649,-97.049971,6.0
"Rocksprings, Texas",30.017078,-100.213296,725.0
"Rockwall, Texas",32.918056,-96.43805,168.0
"Rockwell Place, Texas",35.037498,-101.906362,1107.0
"Rocky Mound, Texas",33.0212,-95.017496,135.0
"Rogers, Texas",30.929208,-97.229744,166.0
"Rollingwood, Texas",30.273594,-97.786824,193.0
"Roma, Texas",26.414741,-99.003922,71.0
"Roman Forest, Texas",30.181973,-95.152343,48.0
"Ropesville, Texas",33.413336,-102.155104,1027.0
"Rosanky, Texas",29.953256,-97.311922,132.0
"Roscoe, Texas",32.441934,-100.532231,726.0
"Rose City, Texas",30.10648,-94.050213,2.0
"Rose Hill Acres, Texas",30.191719,-94.192118,9.0
"Rosebud, Texas",31.075651,-96.974462,126.0
"Rosenberg, Texas",29.549987,-95.821381,30.0
"Rosharon, Texas",29.349974,-95.453054,15.0
"Rosita, Texas",28.62554,-100.427849,223.0
"Ross, Texas",31.727563,-97.112885,180.0
"Rosser, Texas",32.458337,-96.451867,110.0
"Rotan, Texas",32.854047,-100.465519,597.0
"Round Mountain, Texas",30.394346,-98.361174,390.0
"Round Rock, Texas",30.526146,-97.663532,226.0
"Round Top, Texas",30.06397,-96.695882,131.0
"Rowena, Texas",31.644231,-100.04811,536.0
"Rowlett, Texas",32.915926,-96.548587,143.0
"Roxton, Texas",33.545577,-95.724885,157.0
"Royse City, Texas",32.975927,-96.314662,159.0
"Rule, Texas",33.181941,-99.893272,513.0
"Runaway Bay, Texas",33.175379,-97.874794,261.0
"Runge, Texas",28.886277,-97.713067,99.0
"Rusk, Texas",31.797759,-95.148758,169.0
"Sabinal, Texas",29.321325,-99.469535,292.0
"Sachse, Texas",32.969015,-96.579523,153.0
"Sadler, Texas",33.680058,-96.846896,223.0
"Saginaw, Texas",32.865564,-97.365207,223.0
"Salado, Texas",30.948383,-97.528337,180.0
"Salida del Sol Estates, Texas",26.325684,-98.446923,70.0
"Salineño, Texas",26.517553,-99.112058,69.0
"Salineño North, Texas",26.527223,-99.094956,88.0
"Sam Rayburn, Texas",31.077263,-94.025528,83.0
"Sammy Martinez, Texas",26.432851,-98.751298,92.0
"Samnorwood, Texas",35.050114,-100.281401,667.0
"San Angelo, Texas",31.441078,-100.450499,577.0
"San Antonio, Texas",29.462809,-98.524635,222.0
"San Augustine, Texas",31.529899,-94.110894,109.0
"San Benito, Texas",26.129398,-97.64405,13.0
"San Carlos, Texas",26.295668,-98.063057,23.0
"San Carlos I, Texas",27.490005,-99.372929,163.0
"San Carlos II, Texas",27.489596,-99.368589,167.0
"San Diego, Texas",27.760891,-98.238906,96.0
"San Elizario, Texas",31.578436,-106.262019,1109.0
"San Felipe, Texas",29.794557,-96.105867,49.0
"San Fernando, Texas",26.403309,-98.835072,81.0
"San Isidro, Texas",26.713619,-98.447902,87.0
"San Juan, Texas",26.414966,-98.943691,65.0
"San Juan, Texas",26.189414,-98.151817,34.0
"San Leanna, Texas",30.143995,-97.819368,211.0
"San Leon, Texas",29.491071,-94.941374,2.0
"San Marcos, Texas",29.87361,-97.936725,179.0
"San Patricio, Texas",27.984348,-97.770176,33.0
"San Pedro, Texas",25.981339,-97.588211,12.0
"San Perlita, Texas",26.500994,-97.639648,7.0
"San Saba, Texas",31.197446,-98.71937,370.0
"San Ygnacio, Texas",27.053177,-99.423748,112.0
"Sanctuary, Texas",32.913158,-97.58767,244.0
"Sand Springs, Texas",32.280355,-101.347191,738.0
"Sanderson, Texas",30.150794,-102.407916,869.0
"Sandia, Texas",28.02124,-97.867639,40.0
"Sandoval, Texas",26.418189,-99.07943,64.0
"Sandy Hollow-Escondidas, Texas",27.928241,-97.801525,9.0
"Sandy Oaks, Texas",29.181719,-98.409159,199.0
"Sandy Point, Texas",29.401256,-95.481732,18.0
"Sanford, Texas",35.702624,-101.531771,924.0
"Sanger, Texas",33.382098,-97.165412,218.0
"Sansom Park, Texas",32.802738,-97.402064,228.0
"Santa Anna, Texas",31.736914,-99.325425,526.0
"Santa Anna, Texas",26.669238,-98.557884,114.0
"Santa Clara, Texas",29.593067,-98.160635,215.0
"Santa Cruz, Texas",26.353689,-98.767615,49.0
"Santa Fe, Texas",29.387565,-95.101543,10.0
"Santa Maria, Texas",26.076963,-97.847445,21.0
"Santa Monica, Texas",26.369439,-97.588931,5.0
"Santa Rita Ranch, Texas",30.663645,-97.830571,312.0
"Santa Rosa, Texas",26.256054,-97.825255,16.0
"Santa Rosa, Texas",26.348732,-98.769912,50.0
"Santel, Texas",26.37556,-98.883283,55.0
"Santo, Texas",32.605585,-98.213845,252.0
"Sargent, Texas",28.797537,-95.641786,0.0
"Sarita, Texas",27.22292,-97.795591,12.0
"Savannah, Texas",33.225738,-96.908125,177.0
"Savoy, Texas",33.59984,-96.366028,207.0
"Scenic Oaks, Texas",29.703932,-98.667686,424.0
"Schertz, Texas",29.563327,-98.250866,223.0
"Schulenburg, Texas",29.682,-96.907489,113.0
"Scissors, Texas",26.133336,-98.047487,25.0
"Scotland, Texas",33.647344,-98.468847,305.0
"Scottsville, Texas",32.540425,-94.239333,132.0
"Scurry, Texas",32.512771,-96.38427,132.0
"Seabrook, Texas",29.594706,-94.991496,7.0
"Seadrift, Texas",28.413239,-96.716722,5.0
"Seagoville, Texas",32.653383,-96.545058,135.0
"Seagraves, Texas",32.94197,-102.565716,1023.0
"Sealy, Texas",29.764102,-96.162165,55.0
"Sebastian, Texas",26.345238,-97.796296,13.0
"Seco Mines, Texas",28.7505,-100.50153,222.0
"Seguin, Texas",29.590227,-97.968607,172.0
"Seis Lagos, Texas",33.071461,-96.566791,169.0
"Selma, Texas",29.586474,-98.315286,231.0
"Seminole, Texas",32.722204,-102.649814,1011.0
"Serenada, Texas",30.712703,-97.693144,232.0
"Seth Ward, Texas",34.216295,-101.694515,1028.0
"Seven Oaks, Texas",30.851846,-94.857877,79.0
"Seven Points, Texas",32.338659,-96.23442,122.0
"Seymour, Texas",33.595233,-99.258469,394.0
"Shady Hollow, Texas",30.164532,-97.863083,235.0
"Shady Shores, Texas",33.162126,-97.034991,170.0
"Shadybrook, Texas",32.116898,-95.427672,127.0
"Shallowater, Texas",33.690077,-101.989265,1010.0
"Shamrock, Texas",35.215401,-100.246085,713.0
"Shavano Park, Texas",29.584448,-98.556179,300.0
"Sheffield, Texas",30.685889,-101.822416,655.0
"Shelbyville, Texas",31.759331,-94.077172,94.0
"Sheldon, Texas",29.859771,-95.133161,13.0
"Shenandoah, Texas",30.184029,-95.455686,44.0
"Shepherd, Texas",30.486166,-95.011345,69.0
"Sheridan, Texas",29.51133,-96.672979,91.0
"Sherman, Texas",33.628596,-96.626722,217.0
"Sherwood Shores, Texas",33.847679,-96.814857,215.0
"Shiner, Texas",29.433658,-97.173611,121.0
"Shiro, Texas",30.604043,-95.887636,110.0
"Shoreacres, Texas",29.62099,-95.018987,4.0
"Sienna, Texas",29.485448,-95.506332,30.0
"Sierra Blanca, Texas",31.183426,-105.33954,1366.0
"Siesta Acres, Texas",28.756331,-100.491752,233.0
"Siesta Shores, Texas",26.850259,-99.255808,99.0
"Silsbee, Texas",30.345491,-94.176787,27.0
"Silverton, Texas",34.471372,-101.304049,997.0
"Simonton, Texas",29.676603,-95.973393,34.0
"Sinton, Texas",28.037188,-97.501457,17.0
"Skellytown, Texas",35.571018,-101.173044,1001.0
"Skidmore, Texas",28.268362,-97.685296,42.0
"Slaton, Texas",33.445473,-101.650918,940.0
"Smiley, Texas",29.271292,-97.637551,98.0
"Smithville, Texas",30.00883,-97.151865,102.0
"Smyer, Texas",33.587382,-102.163501,1035.0
"Snook, Texas",30.491026,-96.472468,73.0
"Snyder, Texas",32.713561,-100.911902,706.0
"Socorro, Texas",31.638491,-106.25744,1114.0
"Solis, Texas",26.176972,-97.840357,18.0
"Somerset, Texas",29.228612,-98.65685,197.0
"Somerville, Texas",30.345438,-96.530948,77.0
"Sonora, Texas",30.570654,-100.641768,649.0
"Sonterra, Texas",30.807382,-97.59681,263.0
"Sour Lake, Texas",30.137746,-94.404277,16.0
"South Alamo, Texas",26.151755,-98.107851,28.0
"South Fork Estates, Texas",27.269656,-98.723951,183.0
"South Frydek, Texas",29.735151,-96.076937,46.0
"South Houston, Texas",29.661024,-95.228361,10.0
"South La Paloma, Texas",27.898769,-97.967753,53.0
"South Mountain, Texas",31.439827,-97.679265,316.0
"South Padre Island, Texas",26.120465,-97.170703,1.0
"South Point, Texas",25.869977,-97.381196,5.0
"South Toledo Bend, Texas",31.16351,-93.601865,64.0
"Southlake, Texas",32.954493,-97.148867,196.0
"Southmayd, Texas",33.623061,-96.708206,246.0
"Southside Place, Texas",29.708686,-95.435483,19.0
"Southwest Sandhill, Texas",31.556871,-102.906566,789.0
"Spade, Texas",33.926032,-102.154242,1072.0
"Sparks, Texas",31.672706,-106.239816,1164.0
"Spearman, Texas",36.198182,-101.194343,947.0
"Splendora, Texas",30.228386,-95.162354,52.0
"Spofford, Texas",29.173124,-100.411255,307.0
"Spring, Texas",30.062169,-95.383966,36.0
"Spring Branch, Texas",29.876313,-98.408543,313.0
"Spring Gardens, Texas",27.761529,-97.741873,22.0
